Codigo,Unidade
2253046,UCPEL HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA
2253054,SANTA CASA DE MISERICORDIA DE PELOTAS
2253615,SECRETARIA MUNICIPAL DE SAUDE DE PELOTAS
2253666,PRONTO SOCORRO DE PELOTAS
2253690,CLINICANP
2254611,HOSPITAL VIDA SAUDE
2254956,HOSPITAL PANAMBI
2254964,HOSPITAL SANTA CRUZ
2255529,VIGILANCIA SANITARIA
2255928,HOSPITAL MONTE ALVERNE
2255936,HOSPITAL ANA NERY
2256452,CS CENTRO DE APOIO A MULHER E A CRIANCA STO ANGELO
2257467,HOSPITAL DR OSWALDO DIESEL
2257548,HOSPITAL NOSSA SENHORA APARECIDA DE CAMAQUA
2257556,HOSPITAL MONTENEGRO
2257564,FUNDACAO HOSPITALAR DO ROLANTE
2257572,HOSPITAL NOSSA SENHORA DO CARMO
2257645,HOSPITAL SAO PEDRO
2257661,PRONTO ATENDIMENTO 24HS ARROIO DO SAL
2257696,PRONTO ATENDIMENTO URGENCIA EMERGENCIA 24H IMBE
2257785,CENTRO INTEGRADO DE SAUDE EVA DIAS MELLO
2257815,HOSPITAL SAO VICENTE DE PAULO
2257890,UNIMED MISSOES RS
2257998,UNIDADE BASICA DE SAUDE SALVADOR DAS MISSOES
2258714,PS CENTRAL SAO LUIZ GONZAGA
2259443,ESF 2 SANTO ISIDRO SAO MIGUEL
2259850,HOSPITAL ROQUE GONZALES CAIBATE
2259869,HOSPITAL DE CARIDADE SERRO AZUL
2259893,HOSPITAL SAO LUIZ GONZAGA
2259907,HOSPITAL SANTO ANGELO
2259931,HOSPITAL SANTA TERESA GUARANI DAS MISSOES
2259974,HOSPITAL SANTO ANTONIO ROQUE GONZALES
2259982,HOSPITAL DE PORTO XAVIER
2260050,HOSPITAL NOSSA SENHORA DO ROSARIO
2260069,HOSPITAL SAO JOSE
2260085,SALA DE IMUNIZACAO
2260263,SECRETARIA MUNICIPAL DE SAUDE DE SANTO AUGUSTO
2260344,CENTRO INTEGRADO DE ATENCAO A SAUDE
2260360,CENTRO MUNICIPAL DE SAUDE
2260441,PROGRAMA DA SAUDE DA FAMILIA PSF CAMPO NOVO
2260476,CENTRO MUNICIPAL DE SAUDE CATUIPE
2260484,CENTRO MUNICIPAL DE SAUDE CORONEL DICO
2260999,ESF I
2261030,HOSPITAL BOM PASTOR IJUI
2261057,HOSPITAL DE CARIDADE DE IJUI
2261081,HOSPITAL SAO FRANCISCO
2261103,HOSPITAL DE CHIAPETTA
2261111,HOSPITAL DE CONDOR
2261138,HOSPITAL PEJUCARA
2261154,HCN
2261456,SECRETARIA MUNICIPAL DE SAUDE DE BAGE
2261987,SANTA CASA DE CARIDADE DE BAGE
2261995,HOSPITAL UNIVERSITARIO URCAMP
2262002,HOSPITAL SAO LUIZ
2262010,HOSPITAL DA COLONIA NOVA
2262029,FUNDACAO MEDICO HOSPITALAR
2262274,HOSPITAL DE CARIDADE DE CARAZINHO
2262568,HOSPITAL SAO LUCAS DA PUCRS
2263823,HOSPITAL SANTA LUCIA LTDA
2263831,ASSOCIACAO HOSPITALAR 15 DE NOVEMBRO
2263858,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO
2263866,HOSPITAL MUNICIPAL BOM PASTOR
2263874,HOSPITAL MUNICIPAL SALDANHA MARINHO
2263882,HOSPITAL MUNICIPAL DR ADERBAL SCHNEIDER
2263890,HOSPITAL SANTA BARBARA BENEFICENTE
2265052,HOSPITAL FEMINA
2265060,HOSPITAL CRISTO REDENTOR
2265257,POSTO DE SAUDE ERNESTINA
2265885,HOSPITAL AJURICABA
2265958,HOSPITAL DE BUTIA
2266474,HOSPITAL DE CARIDADE E BENEFICENCIA
2266733,HOSPITAL MUNICIPAL CONDE MODESTO LEAL
2267187,HOSPITAL FLAVIO LEAL
2267209,HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS
2267454,HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC
2267713,HOSPITAL DE CANTAGALO
2267802,HOSPITAL GERAL DE ARRAIAL DO CABO
2267810,HOSPITAL SANTO ANTONIO
2268051,HOSPITAL MUNICIPAL DR JOAO PEREIRA MARTINS
2268329,HOSPITAL GERAL DR LUIZ PINTO
2268922,HOSPITAL MUNICIPAL DESEMBARGADOR LEAL JUNIOR HMDLJ
2269341,SMS HOSPITAL MUNICIPAL JESUS AP 22
2269384,HOSPITAL FEDERAL DO ANDARAI
2269481,SMS HOSPITAL MUNICIPAL DA PIEDADE AP 32
2269678,SES RJ IECAC INST EST DE CARDIOLOGIA ALOYSIO DE CASTRO
2269724,SMS HOSPITAL MUNICIPAL NOSSA SENHORA DO LORETO AP 31
2269775,MS HOSPITAL DE IPANEMA
2269783,UERJ HOSPITAL UNIV PEDRO ERNESTO
2269821,MS INCA II HOSPITAL DO CANCER II
2269880,MS HGB HOSPITAL GERAL DE BONSUCESSO
2269945,SMS RIO HOSPITAL MATERNIDADE ALEXANDER FLEMING AP 33
2269988,MS HSE HOSPITAL DOS SERVIDORES DO ESTADO
2270021,MATERNIDADE ESCOLA DA UFRJ
2270161,SEAP CGSP RJ HOSP DR HAMILTON AGOSTINHO VIEIRA CASTRO
2270234,SESDEC HOSPITAL ESTADUAL GETULIO VARGAS
2270242,SMS HOSPITAL MUNICIPAL BARATA RIBEIRO AP 1 0
2270269,SMS HOSPITAL MUNICIPAL MIGUEL COUTO AP 21
2270390,SMS HOSPITAL MATERNIDADE HERCULANO PINHEIRO AP 33
2270544,HOSPITAL SAO VICENTE DE PAULO
2270609,SMS RIO HOSPITAL MUNICIPAL LOURENCO JORGE AP 4 0
2270668,UFRJ HOSP ESCOLA SAO FRANCISCO DE ASSIS
2270692,CBMERJ HOSP ARISTARCHO PESSOA HOSP DO CORPO DE BOMBEIROS
2270714,SMS HOSPITAL MATERNIDADE FERNANDO MAGALHAES AP 10
2271052,PRONTO ATENDIMENTO FERNANDA MONTEIRO MARQUES
2271141,HOSPITAL MUNICIPAL DE PINHEIRAL AURELINO GONCALVES BARBOSA
2271273,VOT VENERAVEL ORDEM TERCEIRA DE SAO FRANCISCO DA PENITENCIA
2271281,HOSPITAL MEMORIAL
2271443,CASA DE SAUDE SAO JOSE
2271451,HOSPITAL BALBINO
2271826,HOSPITAL MATERNIDADE DOUTOR MARIO DUTRA DE CASTRO
2272083,NUCLEO DE SAUDE COLETIVA
2272202,PRONTO SOCORRO MUNICIPAL DE ITALVA
2272210,UNIDADE DE ATENDIMENTO DR ANTONIO MONTEIRO
2272385,POLICLINICA DE QUATIS
2272601,HOSPITAL NOSSA SENHORA DO CARMO
2272695,HOSPITAL SAO LUCAS
2272784,HOSPITAL MUNICIPAL RAUL SERTA
2273055,CDR NITEROI
2273101,HOSPITAL SAO LUCAS
2273187,SMS HOSPITAL MUNICIPAL ALVARO RAMOS AP 40
2273276,MS INST NACIONAL DE TRAUMATO ORTOPEDIA
2273349,SMS RIO HOSPITAL RAPHAEL DE PAULA SOUZA AP 40
2273357,HOSPITAL ADVENTISTA SILVESTRE
2273411,SES RJ HOSPITAL ESTADUAL CARLOS CHAGAS
2273438,HOSPITAL CENTRAL DA POLICIA MILITAR DO ESTADO DO RIO DE JANE
2273454,MS INCA HOSPITAL DO CANCER I
2273462,MS INCA HOSPITAL DO CANCER III
2273489,SMS RIO HOSPITAL MUNICIPAL ROCHA MAIA AP21
2273497,FUNDACAO BELA LOPES DE OLIVEIRA
2273519,HOSPITAL EVANGELICO
2273659,MS HOSPITAL FEDERAL DA LAGOA
2273705,UNIDADE DE VIGILANCIA EM SAUDE
2273748,HUV HOSPITAL UNIVERSITARIO DE VASSOURAS
2274108,POLICLINICA MUNICIPAL AGUINALDO MORAES
2274299,HOSPITAL MUNICIPAL PORPHIRIO NUNES DE AZEREDO
2274310,HOSPITAL MUNICIPAL DE SAPUCAIA
2274884,POSTO MEDICO SANITARIO DE EDEN
2275287,PRONTO SOCORRO MUNICIPAL RIO DAS OSTRAS
2275406,COORDENADORIA DE VIGILANCIA EM SAUDE
2275554,PRONTO SOCORRO LEONIDAS SAMPAIO
2275562,HOSPITAL ALCIDES CARNEIRO
2275589,HOSPITAL MUNICIPAL DR NELSON DE SA EARP
2275600,HOSPITAL SANTA MONICA HSM
2275619,HOSPITAL CLINICO DE CORREAS H C C
2275627,CLINICA VISTA ALEGRE
2275635,HOSPITAL SANTA TERESA
2276542,PRONTO SOCORRO MUNICIPAL
2277166,UNIDADE DE VIGILANCIA SANITARIA E EPIDEMIOLOGIA
2277174,HOSPITAL NELSON SALLES
2277182,PAM MUNICIPAL DE PEDRAS RUIVAS
2277298,SMS CF FERNANDO A BRAGA LOPES AP 10
2277301,SMS CMS MANOEL ARTHUR VILLABOIM AP 10
2277581,POSTO MEDICO SANITARIO DE XEREM
2277611,POSTO MEDICO SANITARIO DE IMBARIE
2277662,POSTO MEDICO SANITARIO DE CAMPOS ELISEOS
2277719,POSTO MEDICO SANITARIO PARQUE EQUITATIVA
2277743,POSTO MEDICO SANITARIO DO PILAR
2278138,HOSPITAL MUNICIPAL OTIME CARDOSO DOS SANTOS
2278286,HOSPITAL SANTA IZABEL
2278324,HOSPITAL MATERNO INFANTIL DE PIABETA VEREADOR HUGO BRAGA
2278332,HOSPITAL MUNICIPAL DE MAGE
2278391,UNIDADE 24 HORAS DE SURUI VEREADOR ADENOR MOREIRA
2278456,HOSPITAL MUNICIPAL DE STO ALEIXO DR WALTER MORAES DE ARRUDA
2278677,UNIDADE MISTA DE FRAGOSO
2278731,UNIDADE MISTA MAUA POSTO MARIO PINHEIRO
2278855,HOSPITAL SAO JOSE DO AVAI
2278871,CASA DE SAUDE E MATERNIDADE SANTA THEREZINHA LTDA
2279207,CENTRO DE SAUDE DR RAUL TRAVASSOS
2279355,HOSPITAL MUNICIPAL DR ADALBERTO DA GRACA
2280051,SANTA CASA DE MISERICORDIA DE BARRA MANSA
2280094,UNIDADE DE EPIDEMIOLOGIA
2280132,MS INC INSTITUTO NACIONAL DE CARDIOLOGIA
2280167,HOSPITAL UNIVERSITARIO CLEMENTINO FRAGA FILHO
2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10
2280213,CASA DE SAUDE GRAJAU LTDA FILIAL
2280248,SMS MATERNIDADE CARMELA DUTRA AP 32
2280272,SMS CMS MARIA AUGUSTA ESTRELLA AP 22
2280396,HOSPITAL MUNICIPAL ANGELA MARIA SIMOES MENEZES
2280582,HOSPITAL MUNICIPAL DR JOSE SEVE NETO
2280779,SMS CMS NECKER PINTO AP 31
2280868,HOSPITAL E MATERNIDADE DE ANGRA DOS REIS HMAR
2280922,VIGILANCIA EPIDEMIOLOGICA
2281287,HOSPITAL UNIMED VOLTA REDONDA UNIDADE LITORAL
2281384,HOSPITAL DE PRAIA BRAVA
2281554,HMJ HOSPITAL MUNICIPAL DE JAPERI
2282097,PRONTONIL
2282801,HOSPITAL DR CELSO ERTHAL
2283239,HOSPITAL MUNICIPAL LUIZ GONZAGA
2283328,HOSPITAL ARMANDO VIDAL
2283395,HOSPITAL SAO JOSE OPERARIO
2283735,HOSPITAL MUNICIPAL DERMEVAL GARCIA DE FREITAS
2283794,HOSPITAL MUNICIPAL MOACYR GOMES DE AZEVEDO
2283832,HOSPITAL DAS CLINICAS DE JUCELINO
2284103,UPA 24H DR GISELE PALHARES GOUVEA
2284189,UPA 24 H MIGUEL COUTO CARLINHOS DA TINGUA
2284200,UPA 24H MUNICIPAL ARQUITETA PATRICIA MARINHO
2284510,UPA 24H AUSTIN DR MOACYR A DE CARVALHO
2285975,HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES
2286041,CLINICA DA FAMILIA JACUTINGA
2286289,SANTA CASA DE MISERICORDIA DE SAO JOAO DA BARRA
2286343,UNIDADE DE PRONTO ATENDIMENTO DR BERGAMO MESQUITA PEDROSA
2286823,UNIDADE PRE HOSPITALAR DE BAIXA GRANDE
2287099,CLINICA DA CRIANCA
2287250,SOCIEDADE PORTUGUESA DE BENEFICENCIA DE CAMPOS
2287285,HOSPITAL DR BEDA
2287374,HOSPITAL SAO JOSE
2287382,SANTA CASA DE MISERICORDIA DE CAMPOS
2287447,HOSPITAL ESCOLA ALVARO ALVIM
2287471,DIVISAO DE EPIDEMIOLOGIA
2287579,HOSPITAL FERREIRA MACHADO
2287919,CASA DE CARIDADE SANTA RITA
2287927,HOSPITAL E MATERNIDADE MARIA DE NAZARE
2288109,HOSPITAL MUNICIPAL VICTOR DE SOUZA BREVES
2288230,HOSP MUNICIPAL MATERNIDADE DR MANOEL MARTINS DE BARROS
2288338,INI FIOCRUZ
2288370,SMS CMS PINDARO DE CARVALHO RODRIGUES AP 21
2288885,SANTA CASA DE MISERICORDIA DE RESENDE
2288893,HOSPITAL MUNICIPAL HENRIQUE SERGIO GREGORI
2288907,APMIR
2289571,HOSPITAL MUNICIPAL DE BELFORD ROXO
2290073,HOSPITAL MUNICIPAL ANA MOREIRA
2290227,HOSPITAL MUNICIPAL ADAO PEREIRA NUNES
2290413,CENTRO DE SAUDE DE ITAOCARA
2291266,SMS HOSPITAL MUNICIPAL FRANCISCO DA SILVA TELLES AP33
2291320,HOSPITAL MUNICIPAL MANOEL CAROLA
2292084,HOSPITAL DR LUIZ PALMIER
2292270,HOSPITAL MATERNIDADE SANTA THERESINHA
2292386,HOSPITAL SAO JOSE
2292912,HOSPITAL ESCOLA LUIZ GIOSEFFI JANNUZZI
2293749,POLICLINICA WALTER GOMES FRANCKLIN
2293862,HOSPITAL MUNICIPAL JUSCELINO KUBITSCHEK
2294990,PRONTO ATENDIMENTO CARLITO GONCALVES
2295067,INSTITUTO ESTADUAL DE HEMATOLOGIA ARTHUR SIQUEIRA CAVALCANTI
2295407,SMS HOSPITAL MUNICIPAL ROCHA FARIA AP 52
2295415,HOSPITAL UNIVERSITARIO GAFFREE E GUINLE
2295423,MS HOSPITAL FEDERAL CARDOSO FONTES
2296241,HOSPITAL REGIONAL DARCY VARGAS
2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32
2296608,HOSPITAL DE CLINICAS DE JACAREPAGUA
2296616,UFRJ IPPMG INST DE PUER PED MARTAGAO GESTEIRA
2296624,SMS MATERNIDADE LEILA DINIZ AP 40
2296632,HOSPITAL SAO LUCAS COPACABANA
2296977,CASA DE SAUDE SANTA MARIA SA
2297434,HOSPITAL SAO JOSE DOS LIRIOS
2297442,CASA DE SAUDE SANTA LUCIA LTDA
2297566,HOSPITAL FRANCISCANO NOSSA SENHORA DAS GRACAS
2297590,MATERNIDADE MUNICIPAL DR MARIO NIAJAR
2297779,CENTRO DE DIAGNOSTICOS
2297795,HOSPITAL DAS CLINICAS DE TERESOPOLIS
2297825,PRONTO SOCORRO PARQUE AEROPORTO
2297833,CLINICA SAO VICENTE
2298031,SES RJ HOSPITAL ESTADUAL ALBERTO TORRES GERAL SAO GONCALO
2298090,HOSPITAL UNIMED DE NOVA FRIBURGO
2298104,HOSPITAL SERRANO
2298120,SMS HOSPITAL MUNICIPAL ALBERT SCHWEITZER AP 51
2298317,HOSPITAL DOS PLANTADORES DE CANA
2298708,HOSPITAL MUNICIPAL DE SAO JOAO DE MERITI ABDON GONCALVES
2298724,SES RJ HOSPITAL ESTADUAL ANCHIETA
2298740,HOSPITAL CLINICA GRAJAU
2299216,HOSPITAL SAMER SERVICO DE ASSISTENCIA MEDICA DE RESENDE
2299666,ESF CENTRO
2299836,HOSPITAL SAO ROQUE
2300184,HOSPITAL SAO ROQUE DE LUZERNA
2300192,UNIDADE SAUDE DA FAMILIA
2300478,HOSPITAL FAUSTINO RISCAROLLI
2300486,HOSPITAL SANTA CLARA
2300567,UNIDADE SAUDE CENTRAL
2300885,HOSPITAL SAO JOSE DE URUBICI
2301296,HOSPITAL SOBRASA
2301318,HOSPITAL MUNICIPAL DE TEIXEIRA DE FREITAS
2301504,CLINICA SAO LUCAS
2301601,HOSPITAL GONCALVES MARTINS
2301830,HOSPITAL MAICE
2301938,POSTO DE ASSISTENCIA MEDICA DE CACADOR
2302063,PAME ATENDIMENTO MEDICO AMBULATORIAL
2302101,HOSPITAL HELIO ANJOS ORTIZ
2302403,POSTO DE SAUDE CENTRO CURITIBANOS
2302500,HOSPITAL SALVATORIANO DIVINO SALVADOR
2302543,HOSPITAL SANTA JULIANA
2302748,HOSPITAL E MATERNIDADE SANTA CECILIA
2302780,HOSPITAL BENEFICENTE SAO ROQUE
2302969,ICSC
2303167,HOSPITAL SANTO ANTONIO DE ITAPEMA
2303787,UNIDADE DE PRONTO ATENDIMENTO MAURILIO MANOEL DA SILVA
2303892,HOSPITAL SAO FRANCISCO
2304074,UNIDADE SANITARIA CENTRAL
2304155,HOSPITAL SAO ROQUE DE SEARA
2304228,SECRETARIA MUNICIPAL DE SAUDE DE ITAQUARA
2304295,HOSPITAL MUNICIPAL JONIVAL LUCAS DA SILVA
2304538,HOSPITAL MUNICIPAL LOURIVAL BISPO DO ROSARIO
2304848,HOSPITAL MUNICIPAL SAO BERNARDO
2304953,HOSPITAL MUNICIPAL VICENTE VIEIRA
2305097,HSS HOSPITAL SAO SEBASTIAO
2305445,US BOM PASTOR
2305461,PSF URUSSANGUINHA
2305534,HOSPITAL SAO JUDAS TADEU
2305623,HOSPITAL NOSSA SENHORA DE FATIMA
2306190,SAE SERVICO DE ASSISTENCIA ESPECIALIZADA
2306336,HOSPITAL SAO JOSE
2306344,HOSPITAL JARAGUA
2307049,HOSPITAL MUNICIPAL SANTO ANTONIO
2307154,HOSPITAL E MATERNIDADE ADERSON MARINHO
2307278,CENTRO MUNICIPAL DE SAUDE SANTANA
2307510,HOSPITAL SANTA FILOMENA
2308061,HOSPITAL MATERNIDADE AGOSTINHO CRUZ MARQUES
2308665,HOSPITAL SAO DOMINGOS
2308762,HOSPITAL MUNICIPAL DJALMA MARQUES SOCORRAO I
2308800,SOCORRAO II
2308983,CENTRO MEDICO
2309149,UDI HOSPITAL
2309254,MATERNIDADE DE ALTA COMPLEXIDADE DO MARANHAO
2309475,HOSPITAL DR GENESIO REGO
2310511,HOSPITAL REGIONAL DR ANTENOR ABREU
2310805,HOSPITAL E MATERNIDADE MUNICIPAL DR JOAO ALBERTO
2310821,HOSPITAL MUNICIPAL DE ESTREITO
2311313,HOSPITAL REGIONAL DE SANTA LUZIA DO PARUA
2311356,HOSPITAL MUNICIPAL DOMINGOS LOPES
2311615,HOSPITAL MUNICIPAL DE PORTO ALEGRE DO NORTE
2311682,HOSPITAL SANTA HELENA
2311763,HOSPITAL E MATERNIDADE DR AFONSO RODRIGUES ALMEIDA NEVES
2311771,UNIDADE SANITARIA SOLANGE CAMPANHA
2311992,HOSPITAL MUNICIPAL DE CURUCA
2312050,HOSPITAL MUNICIPAL MARIA CECILIA DE OLIVEIRA
2312123,HOSPITAL MUNICIPAL SAO FRANCISCO
2312131,HOSPITAL MUNICIPAL DE RONDON DO PARA
2312158,HOSPITAL E MATERNIDADE ELCIONE BARBALHO
2312166,HOSPITAL MUNICIPAL DE BREJO GRANDE DO ARAGUAIA
2312174,HOSPITAL MUNICIPAL DE GOIANESIA
2312182,HOSPITAL MUNICIPAL JOSE HOMOBONO PAES ANDRADE
2312298,HOSPITAL MUNICIPAL DE SAO DOMINGOS DO ARAGUAIA
2312387,HOSPITAL MUNICIPAL MARIO MARTINS
2313367,HOSPITAL REGIONAL DE CAMETA
2314002,HOSPITAL MUNICIPAL DE VIGIA
2314037,HOSPITAL MUNICIPAL WANDICK GUTIERREZ
2314312,UNIDADE MISTA DE SAUDE DE COLARES
2314436,HOSPITAL E MATERNIDADE SANTO ANTONIO
2314819,HOSPITAL REGIONAL DR OLIMPIO CARDOSO DA SILVEIRA
2315025,SECRETARIA MUNICIPAL DE SAUDE
2315149,HOSPITAL SANTA TEREZINHA
2315343,HVU HOSPITAL VALE DO UNA
2315793,HOSPITAL ESCOLA DA FAP
2316005,HOSPITAL MUNICIPAL DE MUANA
2316013,UNIDADE MISTA DE PONTA DE PEDRAS
2316021,HOSPITAL MUNICIPAL DE SAO SEBASTIAO DA BOA VISTA
2316048,UNIDADE MISTA DE AFUA
2316056,CENTRO DE SAUDE DE SOURE
2316064,HOSPITAL MUNICIPAL DE PEQUENO PORTE DR ALMIR GABRIEL
2316080,HOSPITAL MUNICIPAL DE CHAVES
2316234,UNIDADE MISTA DE CACHOEIRA DO ARARI
2316463,UNIDADE DE VIGILANCIA SANITARIA
2316471,HOSPITAL DR AUGUSTO CHAVES
2316641,HOSPITAL MUNICIPAL DR IRACI MACHADO DE ARAUJO
2316668,HOSPITAL SAO VICENTE
2316757,HOSPITAL MUNICIPAL DE JURUTI FRANCISCO RODRIGUES BARROS
2316846,CENTRO ESPECIAL DE SAUDE DE SANTA BARBARA DO PARA
2317397,HOSPITAL E MATERNIDADE SANTANA
2317931,HOSPITAL MUNICIPAL DE INHANGAPI
2317958,HOSPITAL MUNICIPAL DE SAO DOMINGOS DO CAPIM
2317990,HOSPITAL MUNICIPAL DE RIO MARIA
2318172,HOSPITAL E MATERNIDADE SANTO AGOSTINHO
2318180,HOSPITAL E MATERNIDADE NOSSA SENHORA DE NAZARE
2318482,HOSPITAL MUNICIPAL SAO BENTO
2318628,HOSPITAL MUNICIPAL DE PARAGOMINAS
2318644,HOSPITAL SAO PAULO
2318865,HOSPITAL SANTA LUCIA LTDA
2319284,UNIDADE MISTA DO ALTINHO
2319454,HOSPITAL MEMORIAL GUARARAPES
2319659,HOSPITAL GERAL DE RORAIMA HGR
2320681,HOSPITAL DA CRIANCA SANTO ANTONIO
2321122,HOSPITAL E MATERNIDADE SINHA CARNEIRO
2321238,UBS UBIRATANIA LOPES DA COSTA AZEVEDO
2321289,ESTRATEGIA SAUDE DA FAMILIA MARIA DAS NEVES ARRUDA ALMEIDA
2321483,UBS DR FRANCISCO WANDERLEY
2321602,ESF UBS I JOAQUIM BERNARDINO DO NASCIMENTO
2321637,HOSPITAL DEPUTADO JOSE PEREIRA LIMA
2321912,CENTRO DE SAUDE JOAQUIM SARAIVA DE MOURA
2321947,UNIDADE DE SAUDE DA FAMILIA DE CARRAPATEIRA
2322935,HOSPITAL MUNICIPAL JADSON PESCONI
2323249,HOSPITAL INFANTIL LUCIDIO PORTELLA
2323257,HOSPITAL SANTA MARIA
2323281,CASAMATER
2323338,INSTITUTO DE DOENCAS TROPICAIS NATAN PORTELLA
2323354,UNIDADE DE SAUDE PRIMAVERA
2323397,MATERNIDADE DONA EVANGELINA ROSA
2323427,UNIDADE DE SAUDE MATADOURO
2323443,UNIDADE DE SAUDE ALBERTO NETO PRONTO SOCORRO DIRCEU II
2323451,HOSPITAL DA POLICIA MILITAR DIRCEU ARCOVERDE
2323478,HOSPITAL SAO CARLOS BORROMEO
2323486,H T I
2323524,HOSPITAL GERAL DO MONTE CASTELO
2327945,HOSPITAL DEPUTADO MURILO AGUIAR
2327953,HOSPITAL MUNICIPAL ELIZETE CARDOSO P PACHECO
2327996,SANTA CASA DE MORADA NOVA
2328003,HOSPITAL E CASA DE SAUDE DE RUSSAS
2328038,HOSPITAL MUNICIPAL DE ARNEIROZ
2328046,HOSPITAL DR ALBERTO FEITOSA LIMA
2328380,HOSPITAL REGIONAL DR PONTES NETO
2328429,HOSP MUNIC DE QUIXELO
2328437,HOSPITAL MUNICIPAL SAO BERNARDO
2328798,HOSPITAL DAS CLINICAS DE ANANINDEUA
2328992,HOSPITAL REGIONAL DE CONCEICAO DO ARAGUAIA
2329387,HOSPITAL MUNICIPAL DE ABEL FIGUEIREDO ALTAIR ATAIDE MATEUS
2329484,HOSPITAL MUNICIPAL DE ACARA
2329565,HOSPITAL MUNICIPAL SAO FRANCISCO DE ASSIS
2329891,HOSPITAL E MATERNIDADE SAGRADA FAMILIA
2329905,HOSPITAL MUNICIPAL DE SANTAREM
2330830,HOSPITAL GERAL DE ALTAMIRA SAO RAFAEL
2330938,HOSPITAL MUNICIPAL OSCAR DE DEA
2330946,HOSPITAL MUNICIPAL DE SENADOR JOSE PORFIRIO
2330962,HOSPITAL DR ALDOMAR AARAO MONTEIRO
2330970,HOSPITAL MUNICIPAL DE IRITUIA
2331098,HOSPITAL MUNICIPAL DE ITAITUBA
2331292,HOSPITAL MUNICIPAL DE RUROPOLIS
2331292,HOSPITAL E MATERNIDADE DE RUROPOLIS
2331578,HOSPITAL MUNICIPAL DE NOVO PROGRESSO
2331691,HOSPITAL MUNICIPAL DE JACAREACANGA
2331748,HOSPITAL MUNICIPAL DE ALMERIM
2331756,UNIDADE MISTA WILSON RIBEIRO
2331845,CENTRO DE SAUDE DE CURUA DR ALMIR GABRIEL
2331861,HOSPITAL SANTO ANTONIO
2331969,HOSPITAL MUNICIPAL DE ORIXIMINA
2332299,HOSPITAL SANTA CASA DE MISERICORDIA DE OBIDOS
2332469,CENTRO DE SAUDE DE AVEIRO
2332639,CLINICA DE CRIANCAS PIO XII
2332671,HOSPITAL D LUIZ I
2332809,HOSPITAL PORTO DIAS
2332914,HOSPITAL SANTA TERESINHA
2332981,HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO
2333015,HOSPITAL REDENTOR
2333031,HOSPITAL DE CLINICAS GASPAR VIANA
2333163,LACEN UNIDADE DE REFERENCIA LABORATORIO CENTRAL DO PARA
2333430,HOSPITAL MUNICIPAL DE SAO GERALDO DO ARAGUAIA
2333740,HOSPITAL MUNICIPAL DE GUARAMIRANGA
2333864,HOSPITAL MUNICIPAL DR GENTIL DOMINGUES
2333880,HOSP MATERN ANT ADERALDO CASTELO
2333899,HOSP MATERN DR VICENTE ARRUDA
2333988,HOSPITAL MUNICIPAL DE MUNDO NOVO
2334011,HOSPITAL MUNICIPAL DE GOIANAPOLIS
2334216,HOSPITAL MUNICIPAL DE CEZARINA
2334275,HOSPITAL E MATERNIDADE MUNICIPAL DONA GENOVEVA REZENDE
2334321,HOSPITAL OPHIR LOYOLA
2334755,SANTA CASA SAO VICENTE DE PAULO DE TERRA BOA
2334801,HOSPITAL MUNICIPAL SAO LUCAS
2336650,PRONTO ATENDIMENTO
2336758,HOSPITAL MUNICIPAL SAO PAULO
2336812,HOSPITAL REGIONAL SANTA FILOMENA
2336960,HOSPITAL MUNICIPAL BENEDITO VAZ MACHADO
2337142,HOSPITAL SANTANA URUACU
2337339,HOSPITAL PRONTO SOCORRO MUNICIPAL MARIO PINOTTI
2337495,HOSPITAL SAO PATRICIO
2337517,HOSPITAL ORTOPEDICO DE CERES
2337525,IMEC
2337576,HOSPITAL SAO PIO X
2337754,HOSPITAL E MATERNIDADE SANTA BARBARA
2337800,HOSPITAL JACOB FACURI
2337851,HOSPITAL INFANTIL DE CAMPINAS
2338106,HOSPITAL SANTA GENOVEVA
2338130,PRONTO SOCORRO INFANTIL
2338149,INSTITUTO ORTOPEDICO DE GOIANIA IOG
2338173,HOSPITAL SANTA ROSA
2338181,HOSPITAL SAO LUCAS
2338262,HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO
2338351,SANTA CASA DE MISERICORDIA DE GOIANIA
2338378,HOSPITAL E MATERNIDADE VILA NOVA LTDA
2338424,HOSPITAL DAS CLINICAS
2338440,HOSPITAL GOIANIA LESTE
2338556,CIAMS URIAS MAGALHAES
2338637,HOSPITAL DO RIM
2338734,HOSPITAL ESTADUAL DR ALBERTO RASSI HGG
2339080,HOSPITAL ESTADUAL E MATERNIDADE N SRA DE LOURDES HEMNSL
2339110,GASTRO SALUSTIANO HOSPITAL
2339137,HOSPITAL SAO DOMINGOS
2339196,HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU
2339218,HOSPITAL SAO FRANCISCO
2339234,HOSPITAL RUY AZEREDO
2339323,CAIS PARQUE DAS AMENDOEIRAS
